,neg,neu,pos,compound,lyrics,album,year
21,0.222,0.678,0.1,-0.9988,"Satan's getting jealous of the wolves, the demons say they preferring us Books on not giving a fuck is what they're referring us (Wolf Gang) Wolves, I know you heard of us, we're murderers And young enough to get the fucking priest to come and flirt with us You niggas rap about fucking bitches and getting head Instead I rap about fucking bitches and getting heads While you niggas stacking bread, I can stack a couple dead Bodies, making red look less of a color, more of a hobby I'm not a rapper nor a rapist nor a racist I fuck bitches with no permission and tend to hate shit Brag about the actions in a rhyming pattern matter Then proceed to sat her down when I go splatter in her chatterbox Atta boy, Odd Future, you're not in our category Torture with the super soaker at the Asian liquor store This the type of shit that make a Chris Brown want to kick a whore That make songs about the wet blockers when it rains and pours (Umbrella) I hate this, screaming fuck patience Got a nigga shaking like the calmest fucking Haitian After chronic masturbation, asking where Mary-Kate went I want to be the reasons why all lesbians hate dick I make this damn Bullwinkle the red moose Game of duck-duck-duct tape with a dead goose She running 'round this motherfucking dungeon, her legs loose Until I accidentally get the saw to her head, oops Victim, victim, honey, you're my fifth one Honey on that topping when I stuff you in my system Rape a pregnant bitch and tell my friends I had a threesome You got a fucking death wish? I'm a genie, it'll get done Nice to meet you, but it's more pleasant to eat you With a leaf of salad and some dressing pouring out a teacup Bitch, I'm Tyler the Creature, suck your feet up like a beach of leeches Rubber more than the fucking bottom of a sneaker Jeeper the fucking creeper, get your daughter and keep her In the jeeps where the Wolf Gang rides around deeper Take her to Ladera, now she's scared and you're embarrassed Filled with terror, chop her legs off and tell her to run some errands Put her eyes in a canteen, take her to the Berrics Stare at Steve, say it costs ten to fuck Eric Put her in the lake, her body sinks great, now it's time to fish her like Derek Satan says we're dangerous, we're trading kids for angel dust And snuff and sniff, and now that Michael Jackson's trying to suck our dick Hippopot the fucking llamas, dead bodies, cheerleading squaders Gave the team a bunch of fucking bees and the Keke Palmer They will never catch him or catch up They asked me what it was, I told them fuckers it was ketchup Nutty like my Chex mix, she bleeding from her rectum Odd Future wolves stirring ruckus, throwing sets up, yep This the type of shit that make children break in apartments When you tell a fucking orphan you don't love them 'til they heart thin (I hate you!) Starve her 'til I carve her then I shove her in the Rover Where I cut her like a barber with a Parkinson's disorder Store her in a portable freezer with me to Portland Catch me with a bunch of fucking Mexicans crossing the border (arriba!) I'll be the only wetback who ain't really touched the water Cause I'll be too fucking busy tryna flirt with Jesus' daughter (Fuck Mary) I'm awesome, and I fuck dolphins Sicker than the starving Nigerian kids barfing Odd Future Wolf Gang Nazi bar mitzvah With your sister at the bar playing leg and arm twister Evident that I'm the shit, I'm the Pooh like Tigger dick I got these cracker doctors saying, ""yeah Bob, this nigga's sick"" Animal safari, if I offend you I'm sorry Because I'm the blackest skinhead since India Arie I don't smoke weed, so no need for the matches I said fuck coke and now I'm snorting Hitler's ashes I plan on either dying for suicide or my asthma Being the only bastard in a box logo casket Rashes on my dick from licks of shishkabob Sagets In some Kanye West glasses screaming out ""fuck faggots"" Catch me in my attic taking photos of my dad's dick Drop the beat here to make it extra climactic  <i>[Dr. TC:]</i> What the fuck? I... I'm speechless, that was... fuck Shit, Tyler, you're gonna need some help I'm not a... fuck it, different subject How's that girl you were telling me about?",Goblin,2011
22,0.215,0.677,0.108,-0.9969,"(It's this girl) She lives next door To the store that I loiter at We talk every night, she cry to me about her guy And if we text, I get pissed when I get no reply  (It's this girl) I know that she's the key to love She is who I'm thinking of when I am beating richard up  The mental images her face looked The closest that I got was when I'm poking her on facebook  (This girl) Video chats are so exciting, Cause it's like she is inviting me to her world full of privacy I'm getting gassed up, I think she's liking me She's gullible, and I just wanna take it like a pirate (aargh)  (This girl) I see her in class Not really two doors down, but any time that I pass To take a piss in a stall, I picture us in the hall Locking lips on the wall, her hand grabbing my dick My left hand on her tits, aw my shit's getting hard Some thoughts of dating this bitch  (It's this girl) Her name is my password (...fuck)  (This girl) All my niggas got they bitches and stuff But all the bitches, they fuck Are known as bitches and sluts But she's special, I know to ya'll I come off as rough But I'm the nicest to her, and I just want to concur A relation, I want the cheesy dates at the movies And stupid walks at the beach, and sharin' straws in a cup I never had that, so when we holdin' hands walkin' home I look past that, the fact she's fucking guys that I hate But...  (This girl) Things are looking great, cut copy Last time that we talked, she said her relationship was rocky Now that Mr. Fag is gone, there's no one that can stop me From bagging her, I got these tickets to the Roxy  (This girl) Next day, metro's taking me home I see her in a cut at wendy's, but she's not alone Who's that guy, wait, why the fuck he 'bout to kiss her? Come to find out she got back with her... nigga... (Damn) Damn... Fuck...  (It's this girl) <i>[x2]</i> She's so pretty, fuck self pity, I feel so shitty I wanna text her in a jealous rage, but if she replied Or say anything, I'mma smile, I know  What do I do with myself? sit in my room for some days Play xbox with piles full of wet socks, fuck that  (This girl)  My nigga asked ""ace, what happened to such and such?"" I could slander her name, and then, tell em' I probably fucked  Or I could tell em the truth and say she didn't like me much But instead I lie and say she moved to nebraska...  (It's this girl...)",Goblin,2011
23,0.267,0.637,0.096,-0.9992,"<i>[Intro: Tyler]</i> Nigga had the fucking nerve to call me immature Fuck you think I made Odd Future for? To wear fucking suits and make good decisions? Fuck that nigga, Wolf Gang  <i>[Verse 1: Tyler]</i> Who the fuck invited Mr. I Don't Give a Fuck Who cries about his daddy and a blog because his music sucks? (I did!) Well, you fucking up, and truthfully I had enough And fuck rolling papers, I'm a rebel, bitch, I'm ashing blunts (Sorry) Full of shit, like I ate that John Come on kids, fuck that class and hit that bong Let's buy guns and kill those kids with dads and mom With nice homes, 41k's, and nice ass lawns Those privileged fucks got to learn that we ain't taking no shit Like Ellen Degeneres clitoris is playing with dick I'm jealous as shit, cause I ain't got no home meal to come to So, if you do, I'm throwing fingers out screaming ""fuck you"" I got ten of these Kennedy's Not Dom, but if I was a Dahm, I would be Jeffery 'preme hat the color of a leprechaun with leprosy I'm fucking 'bout it, 'bout it, like I'm Master P in '96 It's fucking immaculate, the way your daughter smacking dicks Surprised she hasn't taked the nasty dick inside her alley you The Golf Wang hooligans, is fucking up the school again And showing you and yours that breaking rules is fucking cool again I'm going harder than a midget jumping over me Chronic youth, I'm shoving blunt wraps in bitches ovaries Punches to the stomach where that bastard kid supposed to be Fuck a mask, I want that ho to know it's me, ugh  <i>[Hook]</i> Wolf Gang, Wolf Gang It's the Wolf Gang, Wolf Gang It's the Wolf Gang, it's the Wolf Gang It's the Wolf Gang, Golf Wang It's the Wolf Gang, Wolf Gang Wolf Gang, triple six crew It's the Wolf Gang, Golf Wang Wolf Gang kill them  <i>[Verse 2: Hodgy]</i> My love is gone for you mommy, you could ride in hearses I'm sick in the brain dumb bitch, can you nurse this? You told me life would never, ever, ever get this perfect Then you smoke a J of weed, and take his kids to the churches Uh, fuck church, they singing and the shit ain't even worth it In the choir, whores and liars, scumbags and the dirt, bitch You told me God was the answer When I ask him for shit, I get no answer, so God is the cancer I'm stuck in triangles, looking for my angel Kill me with a chainsaw, and let my balls dangle Triple six is my number, you can get it off my Tumblr  <i>[Hook]</i>  <i>[Verse 3: Hodgy]</i> It was hilarious, well it ain't fucking funny now I'll push this fucking pregnant clown into a hydrant stuck in the ground I step through the stomach, replace the baby with some fucking pounds ""My baby daddy shoot bricks, the nigga also shoot rounds"" Cause if I shoot blanks, oops, thanks I'm right back in it dead yummy and her mildew stank  <i>[Tyler]</i> Free Earl, that's the fucking shit And if you disagree, suck a couple pimple-covered dicks Um, Wolf Gang, that's the fucking clique Golf Wang kill them all nigga, triple six Fuck 2DopeBoyz, all them niggas bitches We don't need y'all, The Fader's who we really fucking with, bitch  <i>[Outro]</i> And we don't fucking make horrorcore, you fucking idiots Listen deeper than the music before you put it in a box",Goblin,2011
24,0.109,0.818,0.074,-0.955,"<i>[Verse 1]</i> Slip it in her drink and in the blink Of an eye I can make a white girl look chink Don't know what to think, cause last time I attempted this shit the judge ordered me to see a shrink Started with a link, intended her to meet me At the local Odd Future Wolf Gang skatin' rink We be uniquely in sync, already fuckin' and we only met last week We're both young, not yet antique So her mindset was workin' for my technique Tell her that I love her and by next week You can hear her shriek from the gashes in her cheeks Well, I'm not a freak, I am meekly a creep that Neighbors by the creek say that my house stinks It reeks of a street girl, streaks of red, even though all pussy is pink Oblivion makes obvious seeks Which makes meats for my obvious feasts Used to just blot up,thoughts plot and rethink Now I get daughters and time in the clink Got my dick harder than iron and zinc Now they just rot up, arms caught in the sink Where they get cut up, too fit, my physique Critique my chic in this brand new mink, go  <i>[Verse 2]</i> Bitches runnin' round down pussy take a trip Make you strip, got my dick harder than the unzipped Tyler swiftly slips his dick inside of Taylor Swift's slit Round trip in that pussy, here comes a ticket Film clips poppin' on that cannon, bustin' odd mind cannons On the pill, is he real? Gaza strippin' In my livin' room, Wolf Gang full moon I'm assumin' mushrooms, I'm a necrolampoon Not of Charles Mansoon, this fuck is endin' soon, because I'm ejaculatin'  <i>[Bridge: Frank Ocean]</i> Now I'd like to take this time of day to thank the Mother Earth Letting the sun shine down on the lake while I fish the waters Ooh, hide your daughters, hide your sisters, hell hide grandmama too Cause the fisherman's raping everybody in the pool, he on the loose, yeah  <i>[Outro]</i> Gotta wash you down, all this gold is fuckin' bathing Wait 'til you see semen’s swimming, baby please not pass on all these great wolves Your body's near the coral reef, once upon a time came home with me Then the next chapter left her upon my teeth Fill your gills with goo, going deeper than Pacific Ocean This specific motion makes this hammerhead puke Gotta wear a wetsuit, can’t get seasick I love when you wear fishnets, you want me to eat you You’re fucking wet, fish",Goblin,2011
25,0.303,0.662,0.035,-0.9987,"<i>[Hook]</i> So I met this girl at the club And I just wanted her to suck my dick And that's cause She's a boppin' bitch <i>[x4]</i> Now she's drunk and talkin' to me a lot Until we go to another room And that's cause She's a boppin' bitch <i>[x4]</i>  <i>[Verse 1]</i> This little slut whore sucks cock for a little more bucks Than a mother slut fucks for, real easy Cause I didn't even knock on the front door I used the welcome mat as a cum rag And all the Wolves fucked her too, yeah she’s a comeback Fill her with a bunch of shit I purchased at the drug store Four more door looking sluts let me explore Till my cock got sore and started growing cold sores  <i>[Hook]</i> Now she thinks that I like her But all I really wanted was that mouth And that's cause She's a boppin' bitch <i>[x4]</i> Now she text messages me every day And I don't ever hit that bitch back And that's because She's a boppin' bitch <i>[x4]</i>  <i>[Verse 2]</i> This little hoodrat started jockin at my jock strap Until my uncircumcised penis finally unwrapped Flapping up and down until the cack finally go splat Now you gotta spat, spit it out until you scat Then you gotta sat and shit it out, bitch, fuck your feelings You wasn’t feeling shit when you was down there kneeling Now shut the fuck up you got another dick to deal with  <i>[Bridge]</i> Now why can't we fuck with this bitch? (She's boppin') Wait, tell him why we can’t fuck with this bitch? (That bitch is boppin') What is she? She a BB, what does that stand for? (She boppin') She, what does she be doin'? (She boppin')  <i>[Outro]</i> Now I'm at a fuckin' clinic Cause my dick is swollen and keeps itchin' Nigga, I'mma kill this bitch She's a boppin' bitch <i>[x3]</i>",Goblin,2011
26,0.092,0.82,0.088,-0.4475,"<i>[Hook]</i> I can grab the fireworks, the soda, all the cookies we can eat Make you nauseous but be cautious, this is not Dawson's Creek We could sneak away, fuck it, you could bring an eighth I'm not gon' smoke but I'm just asking baby сould you meet me by the lake? Said bring a towel, well baby meet me by the lake Bathing suit is going down, shit just meet me by the lake We could count the shooting stars, well could you meet me by the lake? Summer never has to end with me  <i>[Verse 1: Hodgy Beats]</i> I'm give it to her, she wants that summer time I'm give it like no other cause she knows I'm hers Damn right she's mine, we both know it So when we separate everything fine, her phone ringin' in her purse Damn right it's me, I'm her nigga, nigga Comformizing summer time I'm where's that drink, nigga Catch us where the beach at, she wanna go shopping Sun down after club cause she like to get it popping Sangria on my feet mom, cause she likes to get it popping No ecstasy for her but she wanna get it popping Drop topping, I measure her pleasure Then drop in when she get out of place I quantinize She is my concubine, I am her porcupine I poke her face her throat for taste, give me head like I'm on her mind I know her analyzation so when she try to fake it Summer time in the boat of love, meet me by the lake  <i>[Hook]</i> I can grab the fireworks, the soda, all the cookies we can eat Make you nauseous but be cautious, this is not Dawson's Creek We could sneak away, fuck it, you could bring an eighth I'm not gon' smoke but I'm just asking baby сould you meet me by the lake? Said bring a towel, well baby meet me by the lake Bathing suit is going down, shit just meet me by the lake We could count the shooting stars, well could you meet me by the lake? Summer never has to end with me  <i>[Verse 2: Tyler]</i> I packed a couple sandwiches inside that basket And brought some extra towels if anyone was asking We should take a dip in that lake quick and then split Then do something that's beyond what we both can imagine  <i>[Outro]</i> Watch the sunset, we can watch the sunset, grab a drink Watch the sunset, we can watch the sunset, look in the sky Watch the sunset, we can watch the sunset, we never have to leave Watch the sunset (There goes the rainbow)",Goblin,2011
27,0.404,0.533,0.063,-0.9996,"<i>[Intro:]</i> Awww shit (swag) Three icy ass niggas from Odd Future doin' some crazy shit (bitch) By the way, we do punch bitches  <i>[Verse 1: Jasper]</i> I'm swagging bitch, I'm iced out Oh you mad bitch cause I'm laying on the couch Smoke a blunt, fuck a bitch, in the butt, I'm bossing Don't give a fuck, I'm never rolling Slauson I'm fly bitch, I should poke you in your eyelid Got the burner bitch, bow-bow You dead bitch, I'm hot as fuck I ain't never cold, but I'm icy bitch  <i>[Hook x4:]</i> My bitch suck dick, like she suck dick  <i>[Verse 2: Tyler]</i> Got the bops in the house, socking bitches in they mouth See my neck iced the fuck out, we getting money nigga At the fucking mall, 40 bitches on my nutsack I pulled up on a mothafucking unicorn (We on our ponies nigga) Wolf Gang nigga scream that to the mothafucka show me deaf Golf Wang nigga, Free Earl better show some motherfuckin' respect All this ice around my neck, all this ice around my dick Gun to her head make your bitch massage my shoulders  <i>[Hook x4]</i>  <i>[Verse 3: Taco]</i> Shut up bitch, suck my dick You fuckin' bop, you better swallow it I got a chain with a fuckin' platinum plaque on it Is that a hundred dollar bill? I'll shit on it I'm all the fucking well, cause I'm ballin' Your bitch work for me, she my dish washer Swag on my dick, 30 thousand million, nigga  <i>[Hook x3]</i>  <i>[Verse 4: Jasper]</i> You boppin' bitch, you like this dick? We all know why, cause you's a boppin' bitch I got a burner, I pop you in your lip Zoom-zoom, yeah, I'm going fast bitch I'm loud as fuck, I'm ignorant Beat your bitch in her mouth just for talkin' shit You lurkin' bitch? Well, I see that shit Once again I gotta punch a bitch in her shit I'm icy bitch, don't look at my wrist Because if you do, I might blind you bitch Mount Everest ain't fuckin' with my fuckin' wrist Fuck global warming, this the ice age bitch  <i>[Outro:]</i> Swag, swag, punch a bitch <i>[x8]</i>",Goblin,2011
28,0.165,0.707,0.128,-0.9956,"<i>[Intro: Dr. TC]</i> Tyler we ah, I know it's short notice but I brought all your friends here For some reason I couldn't get a hold of Taco and Jasper But, I just brought all your friends to talk to you Because, they're really worried about you I thought it would be better if, they could talk to you  <i>[Verse 1: Domo]</i> It was all a dream, I used to read Complex magazines When I rhyme I'm tryna get pictures in High Times Smoke trees and see my dreams hanging in the sky line Swanton bomb off the bed into a fine dime In my mind I'm just tryna smoke the finest And get high sticking bad heinas in vaginas I'm the flyest when it come to this, fire when I come to spit I am getting higher when the lighter comes in front of this I'm a stoner yeah, yeah, yeah you get the picture now 30 thousand feet gonna make it hard for me to simmer down Another flight, another beat, another city, wow Thus another couple bitches crying when I kick 'em out Where we at? We on top of the world  <i>[Verse 2: Frank]</i> And five minutes from suicide, I biked it to the park I walked onto the block, met a guy, burgundy 'Preme snap-back Hurling himself and cars, and flirting with blonde Cadillacs All was great, all was great, Frankie had the blues in fact Bunch of pale hipster girls, pretty, but they booty flat Teenage males, couldn't tell, I was going through And had a wallet full of cream, Amex Green, Beamer almost black Parked in front the studio Bastard's recorded at Earl, Gilbert, Tyler, Hodgy, Domo, Left, Taco, Nakel Sydney, Lionel, Juan, Michael, Jasper, Hal and Matt Bet I'm missing several but I had to bring that pattern back We live inside a house that says fuck 'em on the welcome mat Deep inside the ear canals of Bill O'Reilly's daughter that's Where I'm at? Now where we at? Wolf Gang, where we at?  <i>[Verse 3: Hodgy]</i> Swell motions get promotions, to my whole team Hell yeah I smoke weed cause I like to go green Professor Beats educates niggas, let me proceed Shine chandelier bright mike, if your nose bleeds We at Randy's ordering that 306 Milk and glaze is the greed gold mix me Your bitch is coming along, yeah she hum to my song Singing like they were for her, but they were for the blur No longer, but we working, premature, immature She's unsure, I'm for sure, blouse and dress and my shirt On the floor then pick it up, out the door, door Chased an imaginary friend, a reverie absorption Impregnate the dream 'til it has an abortion Where we at? We on top of the world  <i>[Verse 4: Mike]</i> Everything they say I'd never have, I'm seeing Now, I bet they see that we balling like All-Star Weekend Always been the most cool, they chase our shade They say life switches pace when you got shit made So I'm just tryna get paid, don't you remember the days When your dreams were the only thing that kept you sane And too often they think that they could stop me Now every show we makin' half a Maserati And the only thing blocking me is paparazzi Now it's gold Rolex's if they try to clock me Everything stays in the box like fighters in hockey Miss me if you're thinking we slack, work hard I got the world saying every single Friday is black Took your bitch, you ain't getting her back, cause she know Where we at nigga? We on top of the world  <i>[Interlude: Tyler]</i> Where we at, niggas? Where the fuck we at, man? You niggas don't know me, huh Where we at?  <i>[Verse 5: Tyler]</i> Down to fucking Earth, huh, down to fucking Earth, huh Fuck everybody, here goes some extra girth Sir You fucking critics are making my nerves hurt Since I'm saying fuck everybody I guess that I'm a fucking pervert My window is a book and I'm a fucking crook Stealing phones to call home but the line is off the hook My mom ain't paid the bill, guess I can't pay it either I ain't signed a fucking deal yet but when I do Clancy and Dave are to take a percentages that Could pay the whole city's fucking mortgage Hopefully I make a lot porn from touring in fucking Oregon From playing piano organs and hopefully I can pay the bill Shit is getting real, people begin to feel Like I'm changing, but their complaining making big fucking deals About some shit, they bitch and pout (Can we get backstage man?) No, faggot, it's sold out (Come on why you holding out I though we was boys, without me, you wouldn't be Tyler the Creator You're from the Derby, I can tell whenever you perform A leopard can't change it's spots) But I'm a fucking unicorn (Whatever man) Look, you can't stop me, I'm going full monty Fuck that, I'm Hitler, everyone's a fucking Nazi Wolf Gi-di-dang you be roaming where the fox be And I be where, anybody cares I try to preach ""Fuck age, live dreams, and have fun"" (Here’s some give a fuck, cake) Oh, maybe I should have some (Asshole, have none) How can I wake up on the wrong side Of the bed, when I don't even fucking have one? When I'm on that stage I feel important A whole fucking assortment of children that's taking Ritalin Because the teacher said that the therapist wasn't feeling him You gotta be fucking kidding me At school I was a zero, now I'm every boy's hero And they fear it when they hear it when that little fucker's reciting my lyrics Yeah rebel nigga cheer it, dead parents everywhere It's smelling like teen spirit.. okay, fuck it, Elvis has left the building",Goblin,2011
29,0.165,0.69,0.145,-0.9216,"<i>[Intro: Dr. TC]</i> Tyler you obviously have some fucking problems And this is the end of this session, let's anything else you've gotta say?  <i>[Verse 1]</i> Mom is getting jealous I see my manager more Than I see her before, I go on tour and it hurts I miss the days when this was fun but now it turned into work They getting legal, so now I gotta watch the shit that I blurt out My friends are turning into opposites Because my life is turning into opposite of sloppy wrist And all the bitches who forget about me want to ride my dick Harder than the white kids that copy shit Ending it is all I fucking think about, that's the shit I think about All alone, bawling 'til my mothafuckin' eyes bleed See, he's a leader in person and smile, shit gets disgursting When there's no person around, talking discussion shit, man F*ck, I'm putting myself at a distance For instance, my best friend is now my fucking assistant Niggas saying ""Free Earl"" without even knowin' him See, they're missing the new album, I'm missing my only friend  <i>[Interlude]</i> When I say Odd, y'all say Future Odd.. uh-uh, that shit's corny as fuck (Tyler, you have a cult following) To these white kids?  <i>[Verse 2]</i> Charbroiled nigga on these dark beats Nashes with the Nazis but it's normal what the cops see Awesome at his concert, but he never had a pop, see Mommy was a living single queen with a lot tee So while my wallet's piling with some symbolic colored paper I lace her, cause she gave me such a lot at such a young age 20, why didn't she get that abortion? Probably cause that motherfuckin embryo was morphing Into a Grammy winning schizophrenic fucking orphan Oops I meant bastard, a skinny ass disaster Mom works hard, still working on her masters Son lies about, taking classes at community college Just to record some bullshit he calls Bastard Start a fuckin cult, clash his talents in a brash way Before he even had a mustache and cash And all I got was a fuckin' shitty article in Thrasher  <i>[Interlude]</i> I'm not crazy, I'm a fucking table, I'm a fucking table!  <i>[Verse 3]</i> I'mma grab the Nina and find a nice arena Cause I can’t even choose between Ortega or Suprema And I’m not even human, I’m a body shaped demon With some semen in my sack and some problems in the back And a life that’s full of crap, and a finger filled with hate And a gat that’s filled with love, now let opposites attract I can finally be one like a marriage in a church But this marriage has a hearse and the parents of the one That’s getting married has a curse and it’s made up inside of him Too late to reimburse but, wait it gets worse All the guests that’s in the church, all decided to disperse So there was nobody who could stop the wedding with converse So they tied the knot, now it’s too late to reverse This arrangement (Yes it is) and the nurse is amazed at the hurt That he was painting but it was obvious in all the photos He was paining, now a bunch of whispering immerse  <i>[Outro]</i> And then the nurse blurts (What the fuck is his problem, here, we have two doses to give him, here) Why didn’t anybody ask him first? (I’ve been asking you this whole time) Because nobody gave a fuck (Someone gave a fuck Tyler And, uh, the person that gave a fuck was me See, you’re not, going crazy, it’s me, I’m your best friend Tyler I know everything, I know everything about you You’ve been helping yourself this whole time Your friends, they’re just figments of your imagination Dr. TC, see Tyler, I’m your conscience I’m Tron Cat, I’m Ace, I’m Wolf Haley, I’m..) Me",Goblin,2011
30,0.203,0.724,0.073,-0.9981,"<i>[Verse 1]</i> Nigga this is my cup, drink the cyanide up Dope as fuck so I would really shoot a group of guys up Deep thought, I'm often lost (Fuck it) put me next to awesome Still can't tell the difference, just like Asians with their eyes shut Butt fuck a couple rocks, in the Wendy's parking lot Barking at the sight of light from my bright sparkling Cock-a-doodle, eatin' toaster strudel at a nude beach in Rome In a black-pink spaghetti strap, made of Roman noodles My bitch is bad, mixed with a thicky ass Get my dicky rocky this will end up in a sticky blast Chrissy Brown, mask on my face, now I'm kicking ass Life's a bitch, fuck college, mommy I am ditching class I rather be happy then fucking forty So fuck the teacher's lecture I'm having Sydney record me For the 2Dope.. (They didn't like it) Oh well, let's get XXL to write us a fucking story  <i>[Hook: Hodgy]</i> It's sitting right in my lap I see it, scribbled across the lines I read it I'm the fucking poet who knows it, you know it, you bogus Comprehend the language, you scared of war? I'm all anxious, we got the Angus if you want beef Now that's a burger for ya ass nigga (Slice the onions) Now that's a burger for ya ass nigga (Put on the cheese) Now that's a burger for ya ass nigga (Where's the barbeque sauce?) Now have that burger eat it fast nigga  <i>[Verse 2]</i> Fucking all, get you some, obviously intended pun Same time it took, Jason Dill to get the stitching done Custom made, one of one, sold out Roxy for some months Ski mask color of a pickle just to perform Sandwitches Started back in fucking London cracker children wanted something They could bump and punch a bunch and fuck a face stumble Now, moshing pits to breaking arms, Zombie Circus not a carn Evil wolfs is on the farm and were all evil harmed? Any sheep creep, quiet tendered sleep Make a peep, fucking body will go missing in a week Roam around the city with her titties like a fucking Greek God, Bastard was the shit, explains why it never leaked I am coming of my age with my Memphis Bleek Shooting from the sky, the only problem is the missing beak (Once I have my wings and my motherfucking chain) Oh that's the black talking in me, let me down a couple cups of bleach  <i>[Hook]</i>  <i>[Verse 3]</i> Free Earl, that's the fucking shit And if you disagree, lick a couple pimple covered clits From some stripping lesbian dikes that fight niggas That like to rap about those dikes that fight niggas Alright, enough with this shit, let's talk business Acquire more currency, disregard bitches Go to Shake house and plant Goblins in his kitchen Then force him and his mom to listen to track six then If he doesn't like it I'll just slice his fucking dick and Put it in the cabinet where the fucking cookies and chips is Take a bunch of pictures then post them on my Twitters and Go to Jimmy Fallon like faggot when we perfomin' Then a bunch of Golf Wang niggas start stormin' on the stage In a rage that will scare Zack Rocha Better get ya tanks before this wolf wars over History repeats itself, I'm a O.F. soldier",Goblin,2011
31,0.239,0.71,0.051,-0.9993,"Rollin' in a golden Tacoma, the shit's stolen If that bitch tell on me, I'ma do a fuckin' drive-by in her colon With my meat, gotta keep it obsolete Like Chris Brown when Rihanna got her fuckin' ass beat Fuck Jeeves ask me for advice, if I'm not reading advice I'm squatting down, picking cracker bitches scalp for some lice Everything that I write is dope because the pipe And nope you can't have a hit unless you gimme the light We be burnin' dirty rocks with a light switch Bitch nigga, you about as hard as a dikes clit I'm goin' as hard as Bishop Eddie Longs John After I bought a Sidekick and sent that fag some nice pics They say I try too goddamn hard No shit, I want a Grammy you damn retard You can't be great when you settle for flea bargain Unless you're a thrift hipster bitch in a leotard Painless, Hodgy lost his motherfucking mind because the brain left Wolf Gang got the ink on me now it's banged out Box Logo hoodie, still haven't got the stains out Congress, ah yes, I'm fuckin' with the best blondes Um yes, I am now beating off to mom sex Raquel is wrestling a prom dress While me and Ray Charles have a fucking staring contest To all the step dads in here Triple six kids got you motherfuck scared Could be worse, nigga that's absurd Nigga I am at Pharrell's tryna butt fuck nerds This just in, Tyler the Creator and Justin Bieber Was just in the room flippin' Selena Gomez Go 'head, give some, pucker up I'll fuck her up until the kids come in, umm After Tron Cat I got the rat shook and I ain't even have a hook For the white kids to sing along I don't wanna sing a song, fuck that Now cyber bully sissies on my little sister's MacBook I got you niggas nervous like a pop Tryna ask a virgin how a vegan daughter where the cock goes Wake up, wash ass, go and eat some Rosco's Head back to the studio and munch up on some tacos When I was younger I was bitchin' in Now I'm coming quicker than the shit that's swimmin' in my sock hole When them teeny boppers ain't around so Johnson and Johnson baby lotion Bead on my Johnson till my cock swole Stop sayin' sick shit it's kinda old I'm a fucking Herpe in a coma you're a common cold Have you heard my brother verse on Llama? When that nigga's home, me, him and Hodgy gonna take the game and Get a stainless steel AK and aim it To the fucking referees head and put his lifeless body In a choke hold, uh-oh, these niggas is loco Best thing smokin' is all of the tobacco Still hard to be black well Malcolm X would be proud this white bitch is getting black mailed Blue wide cracker named Ginny, and skinny And Obama wanted change, I threw a couple fucking pennies at him Just a chip off the old block Chipped tooth got some dick off my swole cock Cause I bag bitches, she's a zip off the old lock And that's just a logo on the center of that old box Oh stop, tryna be me, kids will go cop anything That I put on from the gold watch to the boxers that I put on Probably cause I'm goin harder than erect cock dick through a botox Oh shit, you're as hard as senior citizens dick Oh fuck, don't slip break hips and pop backs Show some respect to old chaps with my left fist Cause I'm the next best spitting wreck thats left here That's my ex bitch, heard she's my next bitch Have you met her mouth? No? Oh that's my bestest Bestie, and she gets beastie And she's my favorite babysitter cause the children never exit I was taught to act my shoe size, I'm eleven and a half Cock the umbrella cause when I spit Seven on your ass It's gonna be mid stage Coachella Shake faggot ass keep hatin' But I work hard for the shit that I got So I still fuck 2DopeBoyz and fuck Planet Earth All associates can suck cock",Goblin,2011
32,0.244,0.681,0.076,-0.985,"<i>[Intro]</i> Fuck, fuck you, fuck you, fuck him Fuck everything else I can see I know, fuck you I hate you so fucking much I know you think I'm crazy Cause I think you’re a fucking fag  <i>[TC]</i> Sam the music sounds good man! You've been practicing  <i>[Sam]</i> Thanks  <i>[TC]</i> Sam, this is Wolf He's new here  <i>[Sam]</i> Sup dude  <i>[TC]</i> Wolf this is Sam Sam and his band have been here at Flog Gnaw for a while Sam's gonna show you around while I fill out these last minute field trip slips, alright? Now you guys have fun  <i>[Wolf]</i> So you guys are into jazz?  <i>[Sam]</i> Look, Wolf, Prairie Dog, Dontelle Whatever the fuck your name is We don't fuck with you or anybody else here, alright? You stay the fuck out of our way and we'll stay out of yours Capisce?",Wolf,2013
