lyrics,title
"<div>
<!-- Usage of azlyrics.com content by any third-party lyrics provider is prohibited by our licensing agreement. Sorry about that. -->
<i>[Salem]</i><br/>
You wanna hear the new song we just did? It's not finished but... yeah<br/>
<br/>
<i>[Coco O - Intro:]</i><br/>
I want to go<br/>
I want to go<br/>
Baby let's go<br/>
To my treehome<br/>
Treehome<br/>
<br/>
<i>[Verse 1:]</i><br/>
Special<br/>
So let's go<br/>
Lets go oh oh<br/>
Oh, lets go<br/>
I wanna go<br/>
(Mmm)<br/>
Treehome<br/>
<i>[Tyler]</i><br/>
(Bridge!)<br/>
<br/>
<i>[Tyler &amp; Coco O - Bridge:]</i><br/>
Coming for you<br/>
Oh yeah, we won't stop<br/>
You're my favorite crayon in the box<br/>
Lets think outside the lines<br/>
<br/>
Come to my tree house, yeah<br/>
Let's escape then let me go head first<br/>
And from what I've heard, it's great<br/>
It's great<br/>
<br/>
<i>[Verse 2:]</i><br/>
<i>[Tyler]</i><br/>
(There's a party)<br/>
<i>[Erykah Badu]</i><br/>
Tuesday is good news day<br/>
Not usually a full tray<br/>
Can you pack your PJs?<br/>
<i>[Tyler]</i><br/>
(There's a party)<br/>
<i>[Erykah Badu]</i><br/>
Come into my treehome<br/>
Boy, you must be special<br/>
<i>[Tyler]</i><br/>
(I'm special baby)<br/>
<i>[Erykah Badu]</i><br/>
No one ever comes here<br/>
<br/>
<i>[Erykah Badu - Outro:]</i><br/>
Tuesday is good news day<br/>
Not usually a full tray<br/>
Can I pack your PJs?<br/>
You must be special<br/>
Come into my treehome<br/>
Boy, you must be<br/>
(Let's just escape)<br/>
(Let's go to my tree house baby)<br/>
Special<br/>
<br/>
Lets just escape<br/>
You and me<br/>
(Oh, he's special)<br/>
Let's just escape<br/>
Will you come into my tree house?
</div>",Treehome95
"<div>
<!-- Usage of azlyrics.com content by any third-party lyrics provider is prohibited by our licensing agreement. Sorry about that. -->
<i>[Intro - Tallulah]</i><br/>
Tamale! Tamale! Tamale! Tamale! Tamale! Tamale! Tamale!<br/>
<br/>
<i>[Verse 1 - Tyler, The Creator:]</i><br/>
They say I've calmed down since the last album<br/>
Well, lick my dick, how does that sound? (Umm)<br/>
Smell my gooch, you could kiss my buns<br/>
And I don't give a shit, ban my rectum<br/>
Somebody said bands make her dance<br/>
You think you're getting cash, no bitch, you're dumb<br/>
The only thing that you're gonna get is this dick<br/>
Wait turn this up, bitch, this my jam (Where the drums at?)<br/>
Here, take a goddamn picture<br/>
And tell Spike Lee he's a goddamn nigga<br/>
And while you're at it, pass the lotion<br/>
And fapping and Xbox Live, that fun<br/>
Before I cum, I'm calling your sister<br/>
When she comes over, I take picture<br/>
Instantly put it on Instagram<br/>
And suplex her off a building if I get banned<br/>
<br/>
<i>[Hook - Tallulah and Tyler, The Creator:]</i><br/>
Tamale! Tamale! Tamale! Tamale!<br/>
Why y'all so salty? Hot tamale is on<br/>
A can of beans, bitch, I'm on<br/>
Your boy is bad to the bone<br/>
<br/>
<i>[Verse 2 - Tyler, The Creator:]</i><br/>
Bring back the horns that was played in the beginning<br/>
And tell Tony Parker that I found his vision<br/>
And if he's tripping off my sneak dissing<br/>
Then he has to deal with me and my minions<br/>
Tryna get a bimmer, E46<br/>
Have you heard ""48"", motherfucka I'm great<br/>
Golf Wang prints always cover the sleeves<br/>
From cuts for the Biebs, 'cause he's puffin' the trees, please<br/>
Fuck I look like? Got a new bike tire<br/>
Never pop like the puss on a butch dyke<br/>
Think I give a fuck, I do go raw<br/>
Then I bust in her jaw like (Fuck that disease!)<br/>
My urethra, hole that I pee from<br/>
Bigger than the obese neck on Aretha<br/>
Now turn that snare down<br/>
I'm back like I'm Rosa Parks fare on the same damn bus<br/>
Like, ""You're going to jail now!""<br/>
<br/>
<i>[Hook - Tallulah and Tyler, The Creator:]</i><br/>
Tamale! Tamale! Tamale! Tamale!<br/>
Why y'all so salty? Hot tamale is on<br/>
A can of beans, bitch, I'm on<br/>
Your boy is bad to the bone<br/>
<br/>
<i>[Verse 3 - Tyler, The Creator:]</i><br/>
How much wood could a woodchuck chuck?<br/>
If a woodchuck could ever give a fuck?<br/>
Bitch Suck Dick, motherfuck you and your opinions<br/>
(Can you kick it?) Yes, I can sir, where the lump is<br/>
Sicker than the last bar bold-er, I’m a CO<br/>
Colorado, fuck Michael, bitch, I’m badder than my BO<br/>
Find me and Lance tryna dance during chemo<br/>
Before they repossess our strong arm bands and tuxedos<br/>
<br/>
<i>[Hook 2 - Tallulah &amp; Tyler, The Creator:]</i><br/>
Yeah, buddy, this is my jam, na na na na na na na!<br/>
Golf Wang, Golf Wang, no, fuck you, na na na na na na!<br/>
Why y'all so salty? Hot tamale is on<br/>
Can't agree? Bitch, I'm on<br/>
Your boy is bad to the bone<br/>
<br/>
<i>[Verse 4 - Tyler, The Creator:]</i><br/>
How many fags can a lightbulb screw?<br/>
Well if it has a dick, maybe two or six<br/>
And tell the NRA I'm about to lose my shit<br/>
Shoot through Wayne LaPierre's hair with a crucifix<br/>
How many ladies in the house?<br/>
How many ladies in the house without a rich nigga, huh?<br/>
A little Jergens in my palm for the jerkin'<br/>
Hope my mom don't catch me, tryna set mood<br/>
Little Redtube, fuck lotion, I don't need lube, dry fist suits me<br/>
Up and down, the friction makes a squeaky sound, the shit's kind of disgusting<br/>
Fap time and before I flatline, Clancy chimes in my room and catch me<br/>
This shit's so damn embarrassing like...<br/>
<br/>
<i>[Outro:]</i><br/>
<i>[Wolf:]</i> Oh, shit, aw fuck<br/>
<i>[Clancy:]</i> What the fuck!<br/>
<i>[Wolf:]</i> Aw, I'm sorry<br/>
<i>[Clancy:]</i> Is that my shirt?<br/>
<i>[Wolf:]</i> Yeah, sorry, I needed something<br/>
<i>[Clancy:]</i> Clean that shit up, we're going to the office!
</div>",Tamale
"<div>
<!-- Usage of azlyrics.com content by any third-party lyrics provider is prohibited by our licensing agreement. Sorry about that. -->
<i>[Dr. TC:]</i><br/>
So, what's going on Wolf? Talk to me man... <br/>
People worry, we hear stories about you getting into fights <br/>
and all this unnecessary bullshit. What's on your mind? Talk to me I'm here.<br/>
<br/>
<i>[Hook: Tyler, The Creator]</i><br/>
Domo roll another one, I'm just fuckin' with you I ain't smokin' none<br/>
My squad bring terror, no intended pun<br/>
Merch booth made niggas extensive funds<br/>
Momma got the Rover with the Range<br/>
She don't ever ever gotta struggle, not again<br/>
And I put that on my dead grandmother's name...too soon<br/>
<br/>
<i>[Verse 1: Tyler, The Creator]</i><br/>
My nigga Slater, yeah that's my little pony<br/>
Little homies is reppin' like I been fuckin' with Kony<br/>
Nigga Phillip and Kobe, to my niggas that know me<br/>
Ya boy seem happy as fuck but truthfully ya boy lonely<br/>
Niggas a target for marketing, he's an artist<br/>
Can't even walk into Target without bothering customers bothering<br/>
Asking me for a picture, then I talk to their sister<br/>
Naw nigga, get lost, you're fucking smothering<br/>
God I wanna quit, but I can't, cause mother and sister can't pay the rent<br/>
4 stories with storage, I'm 21 with a mortgage<br/>
And tourings' paying the bills, life is paying for thrills<br/>
Lifes' a bitch bruh but from the third floor which is gorgeous<br/>
A year ago I was broke, now how can I afford this<br/>
I started off with disposables now I have an assortment<br/>
And I'm using these negatives to develop a portrait<br/>
Now the frame is a pain in the ass to get it in<br/>
Without a scratch or stain on the glass<br/>
But that's not important, just as long as it's printed<br/>
And I hinted it is, and when I get it I'll make sure you get a copy bitch<br/>
Shit I'll even add a signature with the fuckin' pic-ature<br/>
I'll even tell you the film I used in the aperture<br/>
<br/>
<i>[Hook]</i><br/>
<br/>
<i>[Verse 2: Tyler, The Creator]</i><br/>
Grandmother died, didn't cry not a tear<br/>
I got a lot of fuckin wind no water dripped out the eye<br/>
But when I got the news, yup it left your boy stuck<br/>
Cause when my mom dipped out she was the one that gave me a fuck<br/>
Mom callin' and callin', I'm on my way to a show<br/>
I answer, she cryin' sayin' Sadie is dyin'<br/>
The doc said she only had a week for us to speak<br/>
Before she deceased, cause cancer was just eating her cheeks up<br/>
Fuck, nah this is really awkward for me bruh<br/>
I hang the phone up, and adjust my seat back<br/>
And started to think, like ""What the fuck just happened?""<br/>
I never had a death and I just seen her a week ago<br/>
Meet them at the hospital I should<br/>
In between the set of BADBADNOTGOOD<br/>
Lionel asked what happened I said it's bad bad, not good<br/>
Just take me to the Cedars-Sinai off of Oakwood<br/>
Gettin' there, family sittin' center chair<br/>
Awkard in the lobby, it was floating in the thinning air<br/>
Getting there, need a sticker saying how I got in there, there's a room<br/>
Open up the curtain, she's just sitting there, hello<br/>
Our conversations brief, couldn't even make eye contact when we speak<br/>
Lookin' at her you could tell all she had was weak<br/>
And I'm not talkin' days bruh, I'm talkin' 'bout her strife<br/>
I sat there 20 minutes tops, hopin' it was just a fuckin' plea that she could cop<br/>
She died that night<br/>
<br/>
<i>[Dr. TC:]</i> Oh that's heavy man, I'm sorry for your loss<br/>
<br/>
<i>[Tyler:]</i> Yeah whatever, don't worry about it..<br/>
<br/>
<i>[Dr. TC:]</i> Last time I seen Sammy he was lookin' for you<br/>
<br/>
<i>[Tyler:]</i> Fuck that nigga Sammy<br/>
<br/>
<i>[Dr. TC:]</i> Uhh... Have you seen him?<br/>
<br/>
<i>[Tyler:]</i> Nah but if I seen that nigga I woulda killed 'em
</div>",Lone
"<div>
<!-- Usage of azlyrics.com content by any third-party lyrics provider is prohibited by our licensing agreement. Sorry about that. -->
Um, excuse me mister but can you please turn down the lights<br/>
I don't really like all these cameras, man<br/>
And this shit just don't feel right<br/>
And I don't really wanna be rude to you, sir<br/>
But fuck you mean I can't wear my hat in here?<br/>
And you got me fucked up, if you think I care, nigga<br/>
<br/>
I hope you little niggas is listening<br/>
Them Golf Boys is in this bitch like an infant<br/>
The blind niggas used to make fun of my vision<br/>
And now I pay a mortage and they stuck with tuition<br/>
So special the teacher asked if I was autistic<br/>
And now I'm making plates, you just washing the dishes<br/>
So if you don't mind, get the fuck out of my kitchen<br/>
But keep your ego here so I can butt fuck your opinion<br/>
But in the meantime brainwashing millions of minions<br/>
Leader of the new school<br/>
And you will never catch me in none of their fucking shin-digs<br/>
I hope you fucking niggas is angry, pissed, and offended<br/>
In Search of... did more for me than Illmatic<br/>
That's when I realized we ain't cut from the same fabric<br/>
I made my own shit, you went out and bought yours<br/>
Man I got too much drive, motherfucker, I hate traffic<br/>
La-di-da-di, I'm going harder than coming out the closet to conservative Christian fathers<br/>
When it's a lot at stake carne asada let's be honest, I'm really morphing<br/>
Named the album Cherry Bomber cause Greatest Hits sounded boring<br/>
<br/>
I don't like to follow the rules, she said that I must<br/>
I don't have any armpits<br/>
She wanted to talk who's in charge of this Golf shit<br/>
I said ""Howdy do? How are you? I'm the sergeant""<br/>
And who I are isn't really important<br/>
My heart is as dark as a window with car tint<br/>
So hop in with your friends, yellin' out ""unpark it""<br/>
And I'll do donuts until the fat one is carsick<br/>
It's young T<br/>
<br/>
I don't like to follow the rules<br/>
And that's just who I am<br/>
I hope you understand<br/>
<br/>
And I don't really think y'all cool<br/>
So give yourself a hand<br/>
No, no, give yourself a hand<br/>
<br/>
Better pose for that camera<br/>
Better pose, boy you better pose<br/>
And it's your life nigga I suppose<br/>
For the lights, for the camera, and the action<br/>
<br/>
Now you're face is meltin' from the flash of the big ol' lights<br/>
Nigga you ask for this life<br/>
<br/>
Welcome to death camp<br/>
Yeah, welcome to death camp<br/>
Yeah, welcome to death camp<br/>
<br/>
Kissing on my bean bag<br/>
Your lips half on my tongue<br/>
Moonwalk through your hair<br/>
(For the lights, and the camera, and the action)<br/>
This is fun I can tell<br/>
I don't know if you'll handle it well<br/>
Welcome to hell camp<br/>
(Lights, and the camera, and the action)<br/>
You should be mine in a way tonight<br/>
(For the lights, and the camera, and the action)
</div>",DEATHCAMP
"<div>
<!-- Usage of azlyrics.com content by any third-party lyrics provider is prohibited by our licensing agreement. Sorry about that. -->
(Yeah... You feel alright?)<br/>
<br/>
God, goodness gracious<br/>
I can't wait to see the look on y'all niggas faces<br/>
That boy T not surprised his thoughts and chasten<br/>
Fuck them crackers up at Mountain Dew them niggas is racist<br/>
Cabbage was made, critic faggots was shook<br/>
So I told 'em that I'll exchange the word faggot with book<br/>
And all them books is pissed off and at they page in a bunch<br/>
Fuckin' attitude switch is like a book with a strife<br/>
But, I'm a fraud I pray to God when it's six triple book bashin' while<br/>
Me and my favorite archive lips tickle<br/>
Peter Parker pickle pack of peppers when the plot thickens<br/>
Tyler, The Creator fuckin' kill you with a popsicle<br/>
Cold blooded so we rock mittens so they won't find him<br/>
Not kiddin' keep the Tommy on me bitch, I'm Ms.Pickles<br/>
Said I seem off, last time that team talked<br/>
Sick of making niggas cabbage so I took the 'preme off<br/>
Should've bought some stock in it (Yo it's fucked up, I get it. <br/>
It's shocking as fuck! They ain't get it)<br/>
Not Golf when the little homies don't, wait<br/>
Lets weigh my options<br/>
I bought me a mansion, That bought some attention<br/>
Give none to Hopsin<br/>
And dear Boyce Watkins<br/>
Why you mad, it's the slave in me<br/>
It's Facts boy i'm back like Rosa Parks in their favorite seat<br/>
Videos, stage dives, popups, they watching T'<br/>
While y'all niggas watchin' the throne, the throne be watching me<br/>
<br/>
If you fuck this up<br/>
There are so many fuckin' kids right now, listenin' to this guy<br/>
Get those wings flapping motherfucker!<br/>
Cause this kid's ready to fucking fly<br/>
<br/>
Eenie, meenie, miney, mo, nigger nigger on the wall<br/>
Rap bars, jail bars, guys shootin' basketballs<br/>
Tyler the DARKskin, arrested in AUStin<br/>
Cops know who I was cause kids said the show was AWEsome<br/>
<br/>
Tyler, Tyler, I swear to, I swear to fuck! If you fucking...<br/>
Do NOT fuck this up!<br/>
You have the whole world in your fucking hands<br/>
<br/>
How many leaders in the house?<br/>
Well can't somebody bring the mirrors out, I'm getting lonely<br/>
Likes and apologies, the snaps make it obvious<br/>
That everybody on this fucking planet lackin' confidence<br/>
How many leaders in the house? (Do not fuck this up!)<br/>
Well can't somebody bring the camera out so I can film me<br/>
See a great director nigga's vision must be blurry<br/>
Boy I give them epic shots like jaywalkin' in Missouri<br/>
Wait...<br/>
How many leaders in the house?<br/>
Well can't somebody bring my album out so I can hear one<br/>
Pour me a drink, shit I don't know what to think<br/>
Cause all these niggas leaning like they Forest Whitaker's blink<br/>
Wait...<br/>
How many leaders in the house?<br/>
See why nobody got they hands up, see that's the issue
</div>",BUFFALO
"<div>
<!-- Usage of azlyrics.com content by any third-party lyrics provider is prohibited by our licensing agreement. Sorry about that. -->
Fly with the birds in the wind<br/>
Where you wanna go, who, what, why, when?<br/>
On a scale from nine to ten<br/>
You taking L's baby, <br/>
Hold my hand and feel the wind, uh<br/>
Now fasten your seatbelt and turn everything off<br/>
I got your attention, muthafucka I'm bout to take off<br/>
I'm the new pilot in this bitch<br/>
And I ain't bring no extra baggage for this trip<br/>
But I do bring a terror like I hate America<br/>
Brand new camera and a parachute<br/>
Nigga you ain't high enough to save me<br/>
Don't talk to me til I fuckin' embarrass you<br/>
Now sit your ass down you do it three much<br/>
I'm the captain on this bitch, don't get it fucked up<br/>
Or you'll get fucked up<br/>
<br/>
I'm so far ahead you niggas I'm in the future<br/>
Y'all don't even know about my existence, it's like I'm dead to you<br/>
You niggas know what I'm sayin'<br/>
Look, y'all be on the stupid shit<br/>
I'm the fuckin' pilot, your role is to be the stewardess<br/>
I'm the fuckin' bomb like I would stuff my shoe in it<br/>
If anything happens it's one door<br/>
If I see a building, motherfucker we're done for<br/>
I'mma hit a couple of 'em up cause it's Parkour<br/>
Then I call your family and get your last wishes, nigga<br/>
And every line dirty, you thought that I dug ditches<br/>
But I never give a fuck, it's like I was born dickless<br/>
<br/>
I don't wanna crash anymore, I don't wanna crash anymore<br/>
I just wanna soar through the space, let the wind hit my face<br/>
Til there's nothing left in the gas tank<br/>
I don't wanna crash, I don't wanna crash anymore<br/>
I don't wanna crash anymore<br/>
I just wanna soar through the space, let the wind hit my face<br/>
Til there's nothing left in the gas tank<br/>
I don't wanna crash<br/>
<br/>
I'm in first class but I feel like coach<br/>
Cause I'm in first class but I feel like coach<br/>
Cause I'm in first class but I feel like coach<br/>
Cause I'm in first class but I feel like coach<br/>
<br/>
I'm tryna find a place, a place where I can land at<br/>
A place where I can be<br/>
With no alphabet dictatin' where to stand at<br/>
You could buy a car, you could buy many things<br/>
You could buy happiness but you can't buy wings<br/>
You could buy a parachute, you could buy a parrot<br/>
But you can't buy a pair of wings that will dynamic<br/>
Stay cloud level<br/>
<br/>
That's why I'm in first class but I feel like coach<br/>
That's why I'm in first class but I feel like coach<br/>
That's why I'm in first class but I feel like coach<br/>
<br/>
I don't wanna
</div>",PILOT
"<div>
<!-- Usage of azlyrics.com content by any third-party lyrics provider is prohibited by our licensing agreement. Sorry about that. -->
<i>[Chaz Bundick:]</i><br/>
Fuck you running for nigga?<br/>
Aye nigga, come here nigga<br/>
Let me try that hat on<br/>
I told you come over here stupid bitch<br/>
Come over here with that weak ass hat<br/>
<br/>
All y'all niggas smoking y'all brains out<br/>
In the car called life, took the lame route<br/>
Going nowhere fast but you think that you not<br/>
Cause you never hesitate to take the thang out<br/>
In the drop top, pop the trunk then pop pop<br/>
At his drop top, took another lame out<br/>
Oh you the big nigga? Took a hit nigga?<br/>
Well I hope you understand you ain't shit nigga<br/>
Cause them niggas whole purpose is to get niggas<br/>
And make sure that your mama cry the pain out<br/>
Now the gang is out<br/>
To get you but you stuck in the same house<br/>
Nigga never came out, wow, it's a shame how<br/>
You got sucked in that life, but hey man at least you got a name now<br/>
They say you a real nigga cause you kill niggas<br/>
Nuts for that ice and that cream banana peel niggas<br/>
Banana clips spill, niggas wanna bang out<br/>
For they approval boy, you can't even hang out<br/>
That light you hit<br/>
It was the light I held<br/>
That's why you never ever see me with my chains out<br/>
I don't need to<br/>
Truth they don't feed you<br/>
Lies what they got on their plate, they gon eat you<br/>
They got a homie called Karma he gon meet you<br/>
Better look the other way if he ever see you<br/>
And run as fast as you can<br/>
Nigga<br/>
<br/>
<i>[Chaz Bundick:]</i><br/>
That's the shit I be talkin' bout, though<br/>
We ain't try'na hear that shit, my nigga<br/>
Cuz, stay preachy cuz<br/>
Like nigga come on homie<br/>
I don't wanna hear that shit, preachy shit my nigga<br/>
Yeah, we all black, who give a fuck, cuz?<br/>
I don't give a fuck, nigga<br/>
Whatchu mean?
</div>",RUN
"<div>
<!-- Usage of azlyrics.com content by any third-party lyrics provider is prohibited by our licensing agreement. Sorry about that. -->
Find your wings (s'possed to fly)<br/>
Find your wings (find your wings)<br/>
Hey you, whatcha doin' and why you runnin'?<br/>
Supposed to fly and take control cause you're the pilot<br/>
You can't swim, you're gonna drown, the sharks are comin'<br/>
The sky's your home, there's no limit, you know you gotta<br/>
Find your wings (fly)<br/>
Find your wings (find your wings)<br/>
<br/>
My lil nigga, the world is yours, birdy<br/>
<br/>
We can go down to the rainbows<br/>
Don't let your high keep your brain low<br/>
You're a bird<br/>
You're supposed to fly away<br/>
The way you stand there<br/>
Don't let your wings go to waste (go to waste)<br/>
The sky is your home, be free<br/>
Be free
</div>",FIND YOUR WINGS
"<div>
<!-- Usage of azlyrics.com content by any third-party lyrics provider is prohibited by our licensing agreement. Sorry about that. -->
I really made this song just so I could perform it<br/>
I don't even know how to perform it<br/>
<br/>
Aw, nah, boy don't cut that wood<br/>
Found out his flowers don't smell that good<br/>
But if they smell real good to him<br/>
Then he don't need anybody else's nose to win<br/>
Look, I am a god, no, I don't pray to society<br/>
All you other niggas wear camouflage<br/>
I'm in a field wearing pink and blue<br/>
What weak niggas see me?<br/>
Nigga, Young creators will scream with me<br/>
Nigga, you ain't got drivers to just beep-beep .<br/>
They wanna talk shit from the back seat<br/>
Come and light,my fire, I'll blow your fuckin' face off<br/>
Nigga I'mma goddamn pilot<br/>
And I decide when we gon' take off, let's get it<br/>
<br/>
Tie the knot<br/>
Kick the chair<br/>
Float in the air<br/>
It's cherry bomb<br/>
<br/>
You muthafuckas want war, then come get it<br/>
You muthafuckas want war, I don't want war<br/>
(Muthafuckas!)Just take me to the gun store<br/>
I don't got enough time for your rolex nigga<br/>
I choke your dad, hit your mom, cuz I don't know that nigga<br/>
Come and light my fire, I'll blow your fuckin' face off<br/>
Nigga, I'mma goddamn pilot<br/>
And I decide when we gon' take off, let's get it<br/>
<br/>
Tie the knot<br/>
Kick the chair<br/>
Strangled in the air<br/>
It's cherry bomb<br/>
<br/>
You muthafuckas want war?!<br/>
Fuck that like ""this that cherry bomb""<br/>
They're like ""this that cherry bomb""<br/>
<br/>
I'm a firecracker and I'm ready to blow<br/>
You fire me up, I lose control<br/>
I'm a firecracker and I'm ready to blow<br/>
You fire me up, I lose control<br/>
I'm a firecracker and I'm ready to blow<br/>
You fire me up, I lose control<br/>
I'm a firecracker and I'm ready to blow<br/>
You fire me up, I lose control<br/>
I'm a firecracker and I'm ready to blow<br/>
You fire me up, I lose control<br/>
<br/>
GOLF 191, Okaga<br/>
Play classic hits
</div>",CHERRY BOMB
"<div>
<!-- Usage of azlyrics.com content by any third-party lyrics provider is prohibited by our licensing agreement. Sorry about that. -->
I don't want you thinking I love you cause I stay<br/>
Girl I really like you and happy we got laid<br/>
I think about your windows like two times in a day<br/>
I'm a pervert with a purpose, like priest who just got saved<br/>
Kissing, kissing, I'm on a mission of licking<br/>
The holy grail of your body, when you be kissin', Mrs<br/>
This is a kid from Africa, you, you are a kitchen<br/>
I come quicker than pitches from Sammy Sosa<br/>
You hoping I'm joking, but first<br/>
<br/>
<i>[Hook x2:]</i><br/>
I'ma eat your pussy til you tell me you can't take it<br/>
Screaming ""Stop it,"" don't you fake it, wanna tape it<br/>
Grab my camera<br/>
Nine months later with a Tyler baby<br/>
But that won't happen til I blow my load<br/>
<br/>
Your pussy tighter than door hinges<br/>
I munch you like sandwiches<br/>
But not any more cause I'm on tour, so<br/>
Look: FaceTime your clit, I will jack off my dick<br/>
I go hard, shit<br/>
I might need an ice pack on my wrist<br/>
Fucking, I'm pumping<br/>
You know it's coming, bust in a couple of seconds<br/>
I'm sweating, I leave you slump<br/>
In the back of my truck, butt naked<br/>
Suck it out of me<br/>
I leave you with nothing, get it?<br/>
This is what you wanted, this is what you came for<br/>
<br/>
<i>[Hook]</i><br/>
<br/>
You blow me away<br/>
With your cherry<br/>
(Can't breathe)<br/>
<br/>
That was new music from the soundtrack of the upcoming film<br/>
Be caller eight to win tickets to the triple feature Moon Theatres tonight<br/>
Three back to back to back movies at the Moon Theatres tonight<br/>
Be the eighth caller, only on Golf Radio<br/>
G-O-L-F, G-O-L-F, it's Golf Radio
</div>",BLOW MY LOAD
"<div>
<!-- Usage of azlyrics.com content by any third-party lyrics provider is prohibited by our licensing agreement. Sorry about that. -->
<i>[Hook:]</i><br/>
We can speed in my 2 seater<br/>
Girl I got a 2 seater<br/>
Speed in my 2 seater<br/>
In my 2 seater<br/>
<br/>
About a hundred on Fax and it's easy to stop<br/>
You see my shit isn't stock<br/>
I used to piss in a pot and now I piss on the walls<br/>
Since I pissed off a cop, a couple tickets I have copped<br/>
But I can pay for them all<br/>
And by the model of my vehicle you know that I ball<br/>
A 92 but 91 the year that Tyler was spawned<br/>
And If I crash in the woods then I'ma follow with this<br/>
Like I'm tryna get stick or automatic you pick<br/>
Shit is static as shit, sure my shit is a M<br/>
Might get that X6 end don't follow exit him<br/>
Might take back street hidden<br/>
House got all sports cars like his garage is gym<br/>
Two sapphires on your neck thats his precious gems<br/>
Now AMG it's in boy I will eat him Benz<br/>
New engine you got that old shit with those deep rims<br/>
You got a warranty don't care if you scratchin rims again<br/>
<br/>
<i>[Hook:]</i><br/>
We can speed in my 2 seater<br/>
Girl I got a 2 seater<br/>
Speed in my 2 seater<br/>
In my 2 seater<br/>
<br/>
Sit in my passenger seat<br/>
You tell me I got too much speed<br/>
And I should slow, I should slow down<br/>
But I can't, cause you drive me wild<br/>
<br/>
Girl I get a rush<br/>
When we're speeding in my car<br/>
Sometimes it's too much<br/>
And you can feel the wind in my heart<br/>
Girl I get a rush<br/>
When we're speeding in my car<br/>
Sometimes it's too much<br/>
<br/>
I know some dudes that would find you<br/>
That carry rugers and shottas<br/>
And fucking shoot at your Honda<br/>
Then fucking zoom out in Mazdas<br/>
Them GOLF boys is bad for you like the food from McDonalds<br/>
Boy I'm a king and I ain't lying boy hakuna matata<br/>
Better watch for them hyenas if you flex then they swarm<br/>
Cashing so many checks there calling him Tyler O-Comma<br/>
I'm tryna ball like I was Domo Okonma but oh nada<br/>
Probably September...<br/>
Boy I'm just rhyming these syllables, suck my genitals<br/>
Album cover looking like the mask of the timberwolves<br/>
State park at Pemberton<br/>
Hoping that I ditched the chords and go pick up the pen again<br/>
Cause I kill the dark shit like I'm motherfucking Zimmerman<br/>
Turn around and lose pounds like I'm fucking Timbaland<br/>
By pounds, I mean in(beep)<br/>
Give it till he cop brick like a wall with pig in it<br/>
And money coming out the blue<br/>
Like cops are changing fits or shit I'm killin' it<br/>
<br/>
Back when left brain had the hightop fade<br/>
And we would go skate on them concrete waves<br/>
And now I switch gears to hear the cylinders pump<br/>
The beat thump, don't get it twisted boy my board's in the trunk (Skate!)<br/>
<br/>
<i>[Girl:]</i> Can you roll my window up?<br/>
<i>[Tyler:]</i> The fuck you turn my music down for man?<br/>
<i>[Girl:]</i> Can you roll my window up?<br/>
<i>[Tyler:]</i> Why? Damn!<br/>
<i>[Girl:]</i> Cause it's windy<br/>
<i>[Tyler:]</i> But I love it when your hair...<br/>
<br/>
Blows, when it blows, when it blows<br/>
When your hair blows<br/>
Hanging out the sunroof<br/>
I love it when your hair blows<br/>
When it blows, when it blows, when it blows<br/>
Hanging out the sunroof<br/>
I love it when your hair blows<br/>
When it blows, when it blows, when your hair blows<br/>
Hanging out the sunroof<br/>
Listening to Mac DeMarco<br/>
Hanging out the roof window<br/>
Switch to third gear turbo<br/>
Skrting on these niggas<br/>
Skrting on these bitches<br/>
Listening to Mac DeMarco<br/>
Hanging out the roof window<br/>
Switch to third gear turbo<br/>
Skrting on these niggas<br/>
Skrting on these bitches<br/>
<br/>
You can say you don't want to take that drive<br/>
But your hair, it blows<br/>
I know we'll have a good time<br/>
You just gotta stop being scared<br/>
Just roll<br/>
Just come and roll with me<br/>
It's all good<br/>
<br/>
<i>[Erroll:]</i> Yeah, man,what's good man, you good? I've been chilling, man. I've been doing some push-ups and shit<br/>
<i>[Lionel:]</i> For real?<br/>
<i>[Erroll:]</i> 50 a day...Oh w-w-wait...is that that nigga Tyler?<br/>
<i>[Lionel:]</i> I think so<br/>
<i>[Erroll:]</i> Bitch ass nigga here he comes, man FUCK this nigga, man, this nigga stink... w-wait be quiet, be quiet<br/>
<i>[Lionel:]</i> Ight<br/>
<i>[Erroll:]</i> My nigga, T, man, what's good, man, you good? Alright, I see you!<br/>
<i>[Tyler:]</i> I'm good, man, I'm good, I'm good<br/>
<i>[Erroll:]</i> Ay, man, I see you with your little girl sh-she looks...okay. Alright, ya'll good, man, alright! Ay, your feature don't start for another 20 minutes, so you can go get your shit up, I can go and get some shit... and I see you with your little jewels and shit too, man!<br/>
<i>[Tyler:]</i> Aw thanks, man, I'm trying, man, I'm just trying<br/>
<i>[Erroll:]</i> Yeah, let me know if you need anything...I got you...just...you know...yeah<br/>
<i>[Tyler:]</i> Alright um...yeah we'll probably walk around and come back when the movie starts whenever<br/>
<i>[Erroll:]</i> Ight, man, I'mma see you<br/>
<i>[Tyler:]</i> Ight, my nigga...ight<br/>
<i>[Erroll:]</i> Fucking FAGGOT, man, I swear to GOD<br/>
<i>[Lionel:]</i> Yeah<br/>
<i>[Erroll:]</i> This nigga bitch weak too!<br/>
<i>[Lionel:]</i> Yeah, she is<br/>
<i>[Erroll:]</i> God dammit! I'd still fuck!
</div>",2SEATER
